calibr_id	rfm_id	smile	canonical_ikey	name	source	source_id	status	reframedb_url	tanimoto_miltefosine	tanimoto_streptomycin
CBR-001-624-024-7	RFM-008-579-0	CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1C[C@H]3C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@@H](C(=O)OC)[C@H]3C[C@H]21	WFTSRDISOMSAQC	BIETASERPINE	Chempartner	CBR-HVAC-08830	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/WFTSRDISOMSAQC;qid=Q4904688"")"	0.09128386336866902	0.44607843137254904
CBR-050-265-135-6	RFM-008-581-4	Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3nccnc3c2)n1	RYKSGWSKILPDDY	IN-1130	Sigma-Aldrich	SML1403	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/RYKSGWSKILPDDY;qid=Q27282469"")"	0.0780399274047187	0.32313829787234044
CBR-001-624-520-8		O=C(O)CCC/C=C\C[C@@H]1C(/C=C/[C@@H](O)COc2cccc(Cl)c2)[C@H](O)C[C@@H]1O	VJGGHXVGBSZVMZ	(±)-Cloprostenol sodium salt	Tocris	2295	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/VJGGHXVGBSZVMZ;qid=Q27076117"")"	0.09899328859060402	0.2172096908939014
CBR-001-634-624-0	RFM-010-400-7	CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O	PAJMKGZZBBTTOY	Treprostinil	Clearsynth	CS-O-11165	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PAJMKGZZBBTTOY;qid=Q3495231"")"	0.09796437659033079	0.2661596958174905
CBR-001-624-647-2	RFM-008-699-7	CN1CC[C@@]23NC(=O)C[C@@H](c4cc(Cl)ccc4O2)C3C1	MJRPHRMGEKCADU	lortalamine	AMS Private Supplier 1	A002225600	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/MJRPHRMGEKCADU;qid=Q15409399"")"	0.09667440061871617	0.38403990024937656
CBR-001-624-685-8	RFM-008-737-6	c1cnn(-c2cc(-n3cccn3)ncn2)c1	ITORZLJASZQARK	IO-21	AMS Private Supplier 1	A002654419	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ITORZLJASZQARK;qid=Q83017156"")"	0.0757314974182444	0.15453074433656958
CBR-001-624-593-5	RFM-008-645-3	CC1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1	SEAQTHCVAGBRFY	Methosorbinil	AMS Private Supplier 1	A001125829	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/SEAQTHCVAGBRFY;qid=Q82996823"")"	0.0930053804765565	0.39
CBR-001-624-764-6	RFM-008-816-4	CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12	XBGNERSKEKDZDS	SN-22995	AMS Private Supplier 1	A001218620	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XBGNERSKEKDZDS;qid=Q4675115"")"	0.08669656203288491	0.19266770670826833
CBR-001-624-564-0	RFM-008-616-8	CC12CCC(C(S(=O)(=O)O)C1=O)C2(C)C	LKTRVKICUSKZGA	CAMPHOTAMIDE	AMS Private Supplier 1	A000234880	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/LKTRVKICUSKZGA;qid=Q82945448"")"	0.08974358974358974	0.20194647201946472
CBR-001-624-640-5	RFM-008-692-0	CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1	HDAMOICMOAXFLJ	METHYLBENACTYZIUM BROMIDE	ATOMOLE SCIENTIFIC CO., LTD.	AT-27899	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HDAMOICMOAXFLJ;qid=Q27256775"")"	0.10220125786163523	0.22394136807817588
CBR-001-624-637-0	RFM-008-689-5	O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12	DZMVCVMFETWNIU	CEFTEZOLE	ATOMOLE SCIENTIFIC CO., LTD.	AT-21051	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/DZMVCVMFETWNIU;qid=Q5057295"")"	0.08296943231441048	0.37537537537537535
CBR-001-624-623-4	RFM-008-675-9	CCOc1cc(CNc2cnnc(O)c2Cl)ccc1OC	MLZKFBZEYADEIN	NIP 502	AbamaChem	ABB-1205707228	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/MLZKFBZEYADEIN;qid=Q83014222"")"	0.07180851063829788	0.2484472049689441
CBR-001-624-914-2	RFM-008-966-7	CCCCCCCCCCCCCCOC(=O)c1cccnc1	TVGLGJWCZSCAEM	Myristyl nicotinate	Accela Chembio Inc.	SY025969	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/TVGLGJWCZSCAEM;qid=Q27270911"")"	0.1232876712328767	0.15742397137745975
CBR-001-841-959-5	RFM-008-711-6	COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1	PJZPDFUUXKKDNB	CILUPREVIR	Adooq Bioscience	A11343	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PJZPDFUUXKKDNB;qid=Q5120036"")"	0.09448818897637795	0.4252740911713791
CBR-001-624-872-9	RFM-008-924-7	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)CC21C	HKDLNTKNLJPAIY	ulipristal acetate	Advanced ChemBlocks Inc	10744	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HKDLNTKNLJPAIY;qid=Q27264992"")"	0.10400763358778627	0.32903663500678426
CBR-001-624-883-2	RFM-008-935-0	O=C(O)CC(S[Au])C(=O)O	XJHSMFDIQHVMCY	Aurothiomalate disodium	Alfa Aesar	39740-06	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XJHSMFDIQHVMCY;qid=Q27117966"")"	0.07046979865771812	0.07581573896353166
CBR-001-624-671-2	RFM-008-723-0	O=c1[nH]c(=O)n(Cl)c(=O)n1Cl	CEJLBZWIKQJOAT	TROCLOSENE	Alfa Aesar	B23504.obs1160826	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/CEJLBZWIKQJOAT;qid=Q425286"")"	0.05167173252279635	0.07793427230046948
CBR-001-624-894-5	RFM-008-946-3	CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO	UQRORFVVSGFNRO	Lucerastat	Apollo Scientific	OR9050T	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UQRORFVVSGFNRO;qid=Q425911"")"	0.1437908496732026	0.2542533081285444
CBR-001-624-630-3	RFM-008-682-8	C[C@H](N)C(=O)N[C@@H](C)C(=O)NC1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12	UUZPPAMZDFLUHD	alatrofloxacin mesilate	Aris Pharmaceuticals Inc	AR91-0011	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UUZPPAMZDFLUHD;qid=Q81976749"")"	0.0898876404494382	0.40538990825688076
CBR-001-624-760-2	RFM-008-812-0	CC(C)(O)c1ccc2c(c1)ncn2-c1cccc(-c2ccccc2C#N)c1	HLKYSQGBIIIQJN	NSD-721 (disputed); NS-11394	Astatech	44077	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HLKYSQGBIIIQJN;qid=Q6955222"")"	0.09404388714733543	0.2795847750865052
CBR-001-624-737-3	RFM-008-789-8	O=C(O)CCCCCCCNC(=O)c1ccccc1O	NJEKDCUDSORUJA	SNAD	Astatech	I10998	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/NJEKDCUDSORUJA;qid=Q27293679"")"	0.1168032786885246	0.1652249134948097
CBR-001-624-720-4	RFM-008-772-9	O=[N+]([O-])OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O	AQLVRTWKJDTWQQ	trabodenoson	Astatech	P14975	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/AQLVRTWKJDTWQQ;qid=Q27252846"")"	0.09462528387585163	0.3885114268066708
CBR-050-365-704-3	RFM-008-936-1	Cc1c(F)cccc1[C@H]1COC(N)=N1	IOHOUWIYOVWGHV	RO5263397; RO-5263397	Sigma-Aldrich	1842652270	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/IOHOUWIYOVWGHV;qid=nan"")"	0.09024745269286755	0.23389021479713604
CBR-001-624-898-9	RFM-008-950-9	CCN(C[C@H]1COC(N)=N1)c1ccccc1	PPONHQQJLWPUPH	RG-7351	Astatech	91029	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PPONHQQJLWPUPH;qid=Q7277303"")"	0.10989010989010989	0.19120135363790186
CBR-001-624-777-1	RFM-008-829-9	COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N	QZFHIXARHDBPBY	Vericiguat	Astatech	P14957	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QZFHIXARHDBPBY;qid=Q27283201"")"	0.08782287822878229	0.3694344163658243
CBR-001-624-664-3	RFM-008-716-1	CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC	GQNZGCARKRHPOH	Midecamycin acetate	AvaChem Scientific	2845	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/GQNZGCARKRHPOH;qid=Q3858659"")"	0.11100746268656717	0.5742496050552922
CBR-001-624-629-0	RFM-008-681-7	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O	SMSRCGPDNDCXFR	cefbuperazone	AvaChem Scientific	2487	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/SMSRCGPDNDCXFR;qid=Q5057221"")"	0.08610086100861009	0.42508324084350724
CBR-050-152-786-2	RFM-012-740-2;RFM-008-953-2	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1cn(Cc2ccccc2)cn1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1	HHXHVIJIIXKSOE	histrelin	Toronto Research Chemicals	H456310	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HHXHVIJIIXKSOE;qid=Q5871149"")"	0.09702660406885759	0.35714285714285715
CBR-001-624-868-3	RFM-008-920-3	O=P1(O)OP(=O)(O)O[C@H]2[C@H](O1)[C@@H]1OP(=O)(O)OP(=O)(O)O[C@@H]1[C@H]1OP(=O)(O)OP(=O)(O)O[C@H]21	HEDKSUBRULAYNO	OXY-111A	Bosche Scientific	M19176	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HEDKSUBRULAYNO;qid=Q27251279"")"	0.20076481835564053	0.19966442953020133
CBR-001-624-789-5	RFM-008-841-5	c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1	PTKHFRNHJULJKT	JNJ-17216498	Cayman Chemical	11998	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PTKHFRNHJULJKT;qid=Q6108574"")"	0.1159090909090909	0.1402116402116402
CBR-001-844-120-8	RFM-008-667-9	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C	HKVAMNSJSFKALM	Everolimus	AK Scientific	V2036	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HKVAMNSJSFKALM;qid=Q421052"")"	0.10231023102310231	0.451459606245757
CBR-001-624-820-7	RFM-008-872-2	CCCCC[C@@](C)(O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O	XSGQFHNPNWBVPT	Arbaprostil	Cayman Chemical	14725	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XSGQFHNPNWBVPT;qid=Q76286294"")"	0.1067193675889328	0.19264448336252188
CBR-001-624-849-0	RFM-008-901-0	CC(C)(CCCCCCCCCCC(C)(C)CC(=O)O)CC(=O)O	HYSMCRNFENOHJH	MEDICA 16	Cayman Chemical	90290	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/HYSMCRNFENOHJH;qid=Q27084045"")"	0.125	0.06653620352250489
CBR-001-624-770-4	RFM-008-822-2	OC[C@H]1CNC[C@@H](O)[C@@H]1O	QPYJXFZUIJOGNX	NN-4201	Cayman Chemical	16137	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QPYJXFZUIJOGNX;qid=Q82263650"")"	0.1132596685082873	0.16763565891472867
CBR-001-624-736-2	RFM-008-788-7	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O	OFHCOWSQAMBJIW	Alfacalcidol	Cayman Chemical	12082	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/OFHCOWSQAMBJIW;qid=Q123343344"")"	0.12177121771217712	0.19188503803888418
CBR-001-624-929-9	RFM-008-981-6	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCCO	CMHCOGHTKXUQKW		Cayman Chemical	13020	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/CMHCOGHTKXUQKW;qid=Q76286278"")"	0.11627906976744186	0.17595048629531387
CBR-001-624-875-2	RFM-008-927-0	COCc1cccc(C[C@H](O)/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)c1	FBQUXLIJKPWCAO	ONO 4819	Cayman Chemical	13618	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/FBQUXLIJKPWCAO;qid=Q27088555"")"	0.10526315789473684	0.2575640031031808
CBR-001-624-864-9	RFM-008-916-7	O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1	JHYXBPPMXZIHKG	NV-27	Cayman Chemical	17423	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JHYXBPPMXZIHKG;qid=Q105128830"")"	0.07664233576642336	0.2561429635145197
CBR-001-624-656-3	RFM-008-708-1	CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O	TVHAZVBUYQMHBC	Unoprostone	Cayman Chemical	16680	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/TVHAZVBUYQMHBC;qid=Q4859684"")"	0.10723192019950124	0.14311926605504588
CBR-001-624-663-2	RFM-008-715-0	CC(O)COC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8COCC(C)O)O[C@@H]7COCC(C)O)O[C@@H]6COCC(C)O)O[C@@H]5COCC(C)O)O[C@@H]4COCC(C)O)O[C@@H]3COCC(C)O	ODLHGICHYURWBS	Hydroxypropyl-beta-cyclodextrin	Cayman Chemical	16169	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ODLHGICHYURWBS;qid=nan"")"	0.1	0.378159757330637
CBR-001-624-794-2	RFM-008-846-0	CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)/C=C/C(=O)O[C@H]2[C@@H](C)[C@@H](CC1)O[C@@]1(CC[C@@H](C)[C@@H](C[C@H](C)O)O1)[C@@H]2C	MNULEGDCPYONBU	OLIGOMYCIN A	Cayman Chemical	11342	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/MNULEGDCPYONBU;qid=Q105168603"")"	0.09529411764705882	0.42868920032976093
CBR-001-624-709-9	RFM-008-761-6	CC(=C/C=C/C=C(C)\C=C\C=C(\C)C(=O)O)/C=C/C=C(/C)C(=O)O	PANKHBYNKQNAHN	transcrocetinate sodium	Chem-Impex	22895	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PANKHBYNKQNAHN;qid=Q105204634"")"	0.05102040816326531	0.06826923076923076
CBR-001-624-739-5	RFM-008-791-2	CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C	DBPWSSGDRRHUNT	HYDROXYPROGESTERONE	ChemDiv	N050-0013	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/DBPWSSGDRRHUNT;qid=Q175901"")"	0.11055276381909548	0.21880199667221298
CBR-001-624-679-0	RFM-008-731-0	CN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1	KYLOBHXXQOZRKK	PF-3463275	Chembo Pharma Co., Ltd.	KB-79869	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/KYLOBHXXQOZRKK;qid=Q27088309"")"	0.09966024915062288	0.2755395683453237
CBR-001-624-874-1	RFM-008-926-9	CN[C@@H]1COc2ccccc2[C@H](O)C1	JWUPWOYNGNTOKD	exepanol	Enamine	EN300-258345	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/JWUPWOYNGNTOKD;qid=Q27261828"")"	0.09309309309309309	0.2220447284345048
CBR-001-624-804-7	RFM-008-856-2	CN1C(=O)CC(c2ccccc2)C1=O	WLWFNJKHKGIJNW	Phensuximide	Enamine	EN300-221563	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/WLWFNJKHKGIJNW;qid=Q999805"")"	0.08629441624365482	0.19933554817275748
CBR-001-624-842-3	RFM-008-894-8	Cc1cc(C2CCCN2)on1	PJMAXCRZQLWZFH	A 82695	Enamine	Z839522486	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/PJMAXCRZQLWZFH;qid=Q82457044"")"	0.08581436077057793	0.18106312292358803
CBR-001-624-558-2	RFM-008-610-2	CCCCCCC(C)NN	FODQIVGFADUBKE	OCTAMOXIN	Enamine	Z1691545122	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/FODQIVGFADUBKE;qid=Q604294"")"	0.09049773755656108	0.043
CBR-001-624-911-9	RFM-008-963-4	Cc1oncc1C(=O)N1CCCCC1	ZWNGSOLJLMBZFZ	Nerbacadol	Enamine	Z228841354	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ZWNGSOLJLMBZFZ;qid=Q27273823"")"	0.09780775716694773	0.19293924466338258
CBR-001-624-544-6	RFM-008-596-1	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1	QMHSXPLYMTVAMK	Pyrvinium pamoate	Enamine	Z2216208621	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QMHSXPLYMTVAMK;qid=Q264039"")"	0.08349146110056926	0.3090909090909091
CBR-001-624-641-6	RFM-008-693-1	CC(C)CCCC(C)NCCC(C)C	RRWTWWBIHKIYTH	OCTAMYLAMINE	Enamine	Z102768512	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/RRWTWWBIHKIYTH;qid=Q27288387"")"	0.0975609756097561	0.06349206349206349
CBR-001-624-565-1	RFM-008-617-9	C=CCc1ccc(OCC(=O)N(CC)CC)c(OC)c1	AXNKGLDCLYLVLQ	ACETAMIDOEUGENOL	Enamine	Z26291125	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/AXNKGLDCLYLVLQ;qid=Q27276308"")"	0.09523809523809523	0.1774600504625736
CBR-001-624-699-4	RFM-008-751-4	CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1	DWTTZBARDOXEAM	ZERANOL	Enamine	Z56763036	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/DWTTZBARDOXEAM;qid=Q116045455"")"	0.09698558322411534	0.26661514683153015
CBR-001-624-562-8	RFM-008-614-6	CC(NNC(=O)c1ccccc1)c1ccccc1	BEWNZPMDJIGBED	BENMOXIN	Enamine	Z1232905873	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BEWNZPMDJIGBED;qid=Q27258990"")"	0.06088992974238876	0.11654804270462633
CBR-050-297-757-3	RFM-008-643-1	NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O	CQOVPNPJLQNMDC	Carnosine	ChemSpace	T4732	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/CQOVPNPJLQNMDC;qid=Q27135482"")"	0.10101010101010101	0.19934102141680396
CBR-001-624-912-0	RFM-008-964-5	COc1cc(C)c(S(C)=O)cc1OC	OZNTVIXYGTUPJY	Tolmesoxide	FCH Group	FCH1326068	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/OZNTVIXYGTUPJY;qid=Q27279940"")"	0.0630048465266559	0.17647058823529413
CBR-001-624-635-8	RFM-008-687-3	CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C[C@H]3C[C@@H]12	CRNIKQQPTHSPBA	SANCYCLINE	Frontier Scientific	502008284	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/CRNIKQQPTHSPBA;qid=nan"")"	0.08980582524271845	0.37756410256410255
CBR-001-624-757-7	RFM-008-809-5	CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	BVRPESWOSNFUCJ	BNC-210	Indofine	04-1871	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/BVRPESWOSNFUCJ;qid=Q4836115"")"	0.09639953542392567	0.26430123099203473
CBR-001-840-395-7	RFM-008-882-4	CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CCC5(C)[C@H](CC[C@@H]6[C@@H]5CCC5(C)[C@@H](C7=CC(=O)OC7)[C@@H](O)CC65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	XVAPNQFQPDAROQ	LANATOSIDE B	InterBioScreen	STOCK1N-70062	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XVAPNQFQPDAROQ;qid=Q27256727"")"	0.1	0.4479495268138801
CBR-001-624-648-3	RFM-008-700-3	NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1	WIQRCHMSJFFONW	SEPROXETINE	J & W PharmLab LLC	20R0262S	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/WIQRCHMSJFFONW;qid=Q82590924"")"	0.1	0.173109243697479
CBR-001-624-611-0	RFM-008-663-5	C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CCC21C	ATXHVCQZZJYMCF	ALLYLESTRENOL	Kemprotec Limited	TC137	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/ATXHVCQZZJYMCF;qid=Q531965"")"	0.12253829321663019	0.16166077738515902
CBR-001-624-847-8	RFM-008-899-3	CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I	UUMLTINZBQPNGF	Ioxilan	Kemprotec Limited	107793-72-6	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/UUMLTINZBQPNGF;qid=Q6064819"")"	0.09241245136186771	0.32030178326474623
CBR-001-624-798-6	RFM-008-850-6	CCC(Br)(CC)C(=O)NC(N)=O	OPNPQXLQERQBBV	CARBROMAL	Kemprotec Limited	TC817	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/OPNPQXLQERQBBV;qid=Q382185"")"	0.06806282722513089	0.11829944547134935
CBR-050-270-278-5	RFM-008-828-8	CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1	QLTVVOATEHFXLT	cadralazine	Santa Cruz Biotechnology	sc-500641A	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/QLTVVOATEHFXLT;qid=Q3649490"")"	0.10172143974960876	0.21647819063004847
CBR-001-624-903-9	RFM-008-955-4	CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1	NPRHVSBSZMAEIN	TRIDIHEXETHYL CHLORIDE	Kemprotec Limited	4310-35-4	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/NPRHVSBSZMAEIN;qid=Q7841414"")"	0.11838006230529595	0.2347684809098294
CBR-001-634-743-6	RFM-010-519-1;RFM-008-683-9	CN(C)[C@@H]1C(=O)C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12	DZTKAWPWXGIREW	Ciclolysal	Key Organics	KS-1366	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/DZTKAWPWXGIREW;qid=nan"")"	0.08740536820371644	0.4187016081000596
CBR-001-624-774-8	RFM-008-826-6	CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	XLXSAKCOAKORKW	Gonadorelin	Key Organics	HS-2014	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/XLXSAKCOAKORKW;qid=Q20817116"")"	0.0967741935483871	0.3423076923076923
CBR-001-624-807-0	RFM-008-859-5	OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	FYGDTMLNYKFZSV	4'-Galactosyllactose	Key Organics	MD-0231	plated and available for follow-up	"=HYPERLINK(""https://reframedb.org//compound_data/FYGDTMLNYKFZSV;qid=Q106046226"")"	0.09881422924901186	0.3731041456016178
